GSI,ALIGN,ATTRACT,AVOID,COLLISION
0.851736889,"
","
","0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
0.25
","
"
0.849794055,,,,
0.847835483,,,,
0.845866614,,,,
0.843894359,,,,
0.841927222,,,,
0.839975211,,,,
0.834399453,,,,
0.828624265,,,,
0.822926703,,,,
0.817405323,,,,
0.815585827,,,,
0.813786191,,,,
0.811984746,,,,
0.81016184,,,,
0.808292049,,,,
0.806365759,,,,
0.804379609,,,,
0.802335521,,,,
0.800231621,,,,
0.798075168,,,,
0.795876069,,,,
0.793640164,,,,
0.79137523,,,,
0.789957934,,,,
0.788461319,,,,
0.786958367,,,,
0.785523703,,,,
0.781481712,,,,
0.77905435,,,,
0.776627075,,,,
0.774191707,,,,
0.771756311,,,,
0.769329109,,,,
0.76691886,,,,
0.764535178,,,,
0.762188822,,,,
0.759891965,,,,
0.757658384,,,,
0.755503446,,,,
0.753443685,,,,
0.751495667,,,,
0.749673796,,,,
0.747986996,,,,
0.746434882,,,,
0.745005205,,,,
0.743675145,,,,
0.742442838,,,,
0.741264484,,,,
0.740141275,,,,
0.739105944,,,,
0.738231224,,,,
0.737626974,,,,
0.737378151,,,,
0.737414316,,,,
0.73742048,,,,
0.737068263,,,,
0.736260729,,,,
0.735071973,,,,
0.733607113,,,,
0.731948028,,,,
0.730150631,,,,
0.728252643,,,,
0.726280066,,,,
0.724251308,,,,
0.722179755,,,,
0.720075427,,,,
0.71794614,,,,
0.71579838,,,,
0.71363803,,,,
0.711471033,,,,
0.709304037,,,,
0.707145054,,,,
0.705004171,,,,
0.702894295,,,,
0.700831884,,,,
0.698837463,,,,
0.696924975,,,,
0.695131053,,,,
0.693478585,,,,
0.691977945,,,,
0.690616324,,,,
0.689349486,,,,
0.688124334,,,,
0.686888636,,,,
0.685613594,,,,
0.684297062,,,,
0.682954529,,,,
0.681596568,,,,
0.68025237,,,,
0.678932469,,,,
0.677632318,,,,
0.676349478,,,,
0.67506884,,,,
0.673771442,,,,
0.672437846,,,,
0.671058311,,,,
0.671977204,,,,
0.667589274,,,,
0.660784996,,,,
0.656287141,,,,
0.651880737,,,,
0.652759481,,,,
0.651004265,,,,
0.649520755,,,,
0.648406893,,,,
0.647626041,,,,
0.646942398,,,,
0.646036701,,,,
0.644703031,,,,
0.642908679,,,,
0.640726477,,,,
0.638262381,,,,
0.635594206,,,,
0.632784291,,,,
0.629875995,,,,
0.626899409,,,,
0.623886892,,,,
0.620815809,,,,
0.617725656,,,,
0.614626586,,,,
0.611527285,,,,
0.608435472,,,,
0.605358203,,,,
0.602302066,,,,
0.599276192,,,,
0.596286442,,,,
0.593335814,,,,
0.590429986,,,,
0.587574545,,,,
0.584774997,,,,
0.58203674,,,,
0.579364992,,,,
0.576764676,,,,
0.574240291,,,,
0.571795806,,,,
0.569434594,,,,
0.567159448,,,,
0.56497267,,,,
0.562876239,,,,
0.560872021,,,,
0.558961993,,,,
0.557148453,,,,
0.555434211,,,,
0.553822804,,,,
0.552319035,,,,
0.550930794,,,,
0.549676695,,,,
0.549458886,,,,
0.549511921,,,,
0.550288727,,,,
0.551298371,,,,
0.551654304,,,,
0.551650062,,,,
0.550552533,,,,
0.549477483,,,,
0.548466756,,,,
0.547589744,,,,
0.54707852,,,,
0.549044499,,,,
0.552737613,,,,
0.554799048,,,,
0.554023735,,,,
0.552974096,,,,
0.551901753,,,,
0.55089588,,,,
0.549999957,,,,
0.549251144,,,,
0.548688422,,,,
0.548353136,,,,
0.548283988,,,,
0.54850881,,,,
0.549041946,,,,
0.549898461,,,,
0.551119895,,,,
0.552802184,,,,
0.555207493,,,,
0.559068767,,,,
0.56218864,,,,
0.563812791,,,,
0.564881262,,,,
0.562453941,,,,
0.567377545,,,,
0.575170088,,,,
0.581392657,,,,
0.583798279,,,,
0.58641945,,,,
0.589295915,,,,
0.592400094,,,,
0.59574043,,,,
0.599418436,,,,
0.603604707,,,,
0.611234855,,,,
0.619410952,,,,
0.632106629,,,,
0.644792787,,,,
0.657056889,,,,
0.663430117,,,,
0.6679935,,,,
0.671005896,,,,
0.674069674,,,,
0.677019622,,,,
0.679728583,,,,
0.682410007,,,,
0.683629736,,,,
0.68431668,,,,
0.68513138,,,,
0.686443869,,,,
0.690136492,,,,
0.695002051,,,,
0.699798871,,,,
0.701304647,,,,
0.701987835,,,,
0.703614776,,,,
0.705901818,,,,
0.710845371,,,,
0.715282031,,,,
0.71846837,,,,
0.718464828,,,,
0.718680238,,,,
0.719054499,,,,
0.719407002,,,,
0.720111803,,,,
0.720114425,,,,
0.719892754,,,,
0.720950244,,,,
0.722505801,,,,
0.724598239,,,,
0.726926954,,,,
0.726628082,,,,
0.726295043,,,,
0.725971052,,,,
0.725681103,,,,
0.725425664,,,,
0.725184029,,,,
0.724928434,,,,
0.724640948,,,,
0.724322697,,,,
0.723992674,,,,
0.723680938,,,,
0.723421674,,,,
0.723248275,,,,
0.723190225,,,,
0.723271085,,,,
0.723508056,,,,
0.724877782,,,,
0.726019964,,,,
0.726945093,,,,
0.727500883,,,,
0.727614036,,,,
0.727966875,,,,
0.728892975,,,,
0.730404938,,,,
0.732650632,,,,
0.734306581,,,,
0.735969291,,,,
0.73768933,,,,
0.734242172,,,,
0.741480283,,,,
0.752521732,,,,
0.759155083,,,,
0.764721241,,,,
0.770939872,,,,
0.777919505,,,,
0.780923292,,,,
0.783004146,,,,
0.785390327,,,,
0.788134031,,,,
0.79117564,,,,
0.794311579,,,,
0.797330539,,,,
